Date,DNI,data_value
2024-05-01 00:00:00,0.0,8.76
2024-05-01 00:30:00,0.0,8.74
2024-05-01 01:00:00,0.0,8.72
2024-05-01 01:30:00,0.0,5.13
2024-05-01 02:00:00,0.0,8.02
2024-05-01 02:30:00,0.0,8.0
2024-05-01 03:00:00,0.0,7.79
2024-05-01 03:30:00,0.0,7.15
2024-05-01 04:00:00,0.0,6.68
2024-05-01 04:30:00,0.0,6.92
2024-05-01 05:00:00,24.0,8.55
2024-05-01 05:30:00,86.0,9.89
2024-05-01 06:00:00,150.0,10.99
2024-05-01 06:30:00,110.0,10.17
2024-05-01 07:00:00,111.0,11.83
2024-05-01 07:30:00,125.0,11.44
2024-05-01 08:00:00,170.0,14.62
2024-05-01 08:30:00,182.0,16.48
2024-05-01 09:00:00,270.0,18.82
2024-05-01 09:30:00,259.0,21.42
2024-05-01 10:00:00,285.0,23.68
2024-05-01 10:30:00,249.0,25.17
2024-05-01 11:00:00,301.0,25.69
2024-05-01 11:30:00,399.0,26.75
2024-05-01 12:00:00,612.0,27.22
2024-05-01 12:30:00,655.0,28.26
2024-05-01 13:00:00,589.0,27.5
2024-05-01 13:30:00,650.0,28.43
2024-05-01 14:00:00,476.0,24.71
2024-05-01 14:30:00,383.0,23.44
2024-05-01 15:00:00,230.0,20.64
2024-05-01 15:30:00,100.0,16.1
2024-05-01 16:00:00,94.0,16.57
2024-05-01 16:30:00,248.0,16.23
2024-05-01 17:00:00,72.0,14.99
2024-05-01 17:30:00,174.0,16.41
2024-05-01 18:00:00,125.0,16.77
2024-05-01 18:30:00,14.0,14.38
2024-05-01 19:00:00,1.0,14.23
2024-05-01 19:30:00,0.0,14.03
2024-05-01 20:00:00,0.0,13.34
2024-05-01 20:30:00,0.0,12.88
2024-05-01 21:00:00,0.0,11.94
2024-05-01 21:30:00,0.0,11.45
2024-05-01 22:00:00,0.0,10.98
2024-05-01 22:30:00,0.0,11.05
2024-05-01 23:00:00,0.0,10.66
2024-05-01 23:30:00,0.0,8.34
2024-05-02 00:00:00,0.0,8.82
2024-05-02 00:30:00,0.0,8.45
2024-05-02 01:00:00,0.0,8.07
2024-05-02 01:30:00,0.0,7.930000000000001
2024-05-02 02:00:00,0.0,7.81
2024-05-02 02:30:00,0.0,7.78
2024-05-02 03:00:00,0.0,7.75
2024-05-02 03:30:00,0.0,7.86
2024-05-02 04:00:00,0.0,7.94
2024-05-02 04:30:00,0.0,8.36
2024-05-02 05:00:00,5.0,8.370000000000001
2024-05-02 05:30:00,21.0,8.85
2024-05-02 06:00:00,16.0,9.3
2024-05-02 06:30:00,23.0,9.9
2024-05-02 07:00:00,84.0,11.07
2024-05-02 07:30:00,165.0,11.83
2024-05-02 08:00:00,157.0,14.27
2024-05-02 08:30:00,140.0,15.11
2024-05-02 09:00:00,368.0,18.56
2024-05-02 09:30:00,373.0,20.54
2024-05-02 10:00:00,452.0,22.94
2024-05-02 10:30:00,471.0,24.19
2024-05-02 11:00:00,405.0,23.02
2024-05-02 11:30:00,302.0,23.78
2024-05-02 12:00:00,376.0,24.67
2024-05-02 12:30:00,230.0,23.16
2024-05-02 13:00:00,198.0,22.37
2024-05-02 13:30:00,139.0,21.51
2024-05-02 14:00:00,252.0,20.75
2024-05-02 14:30:00,212.0,21.78
2024-05-02 15:00:00,106.0,18.02
2024-05-02 15:30:00,175.0,18.23
2024-05-02 16:00:00,250.0,18.57
2024-05-02 16:30:00,116.0,16.240000000000002
2024-05-02 17:00:00,52.0,16.05
2024-05-02 17:30:00,47.0,16.27
2024-05-02 18:00:00,20.0,15.4
2024-05-02 18:30:00,18.0,14.98
2024-05-02 19:00:00,2.0,14.08
2024-05-02 19:30:00,0.0,13.34
2024-05-02 20:00:00,0.0,12.6
2024-05-02 20:30:00,0.0,11.92
2024-05-02 21:00:00,0.0,11.22
2024-05-02 21:30:00,0.0,10.84
2024-05-02 22:00:00,0.0,8.08
2024-05-02 22:30:00,0.0,9.09
2024-05-02 23:00:00,0.0,8.53
2024-05-02 23:30:00,0.0,8.86
2024-05-03 00:00:00,0.0,8.71
2024-05-03 00:30:00,0.0,8.46
2024-05-03 01:00:00,0.0,8.23
2024-05-03 01:30:00,0.0,8.120000000000001
2024-05-03 02:00:00,0.0,8.0
2024-05-03 02:30:00,0.0,7.83
2024-05-03 03:00:00,0.0,7.66
2024-05-03 03:30:00,0.0,6.71
2024-05-03 04:00:00,0.0,6.48
2024-05-03 04:30:00,0.0,3.74
2024-05-03 05:00:00,14.0,6.98
2024-05-03 05:30:00,18.0,7.67
2024-05-03 06:00:00,49.0,8.46
2024-05-03 06:30:00,44.0,8.65
2024-05-03 07:00:00,50.0,9.22
2024-05-03 07:30:00,70.0,9.77
2024-05-03 08:00:00,77.0,10.98
2024-05-03 08:30:00,153.0,11.32
2024-05-03 09:00:00,136.0,12.84
2024-05-03 09:30:00,123.0,12.61
2024-05-03 10:00:00,87.0,13.66
2024-05-03 10:30:00,69.0,13.03
2024-05-03 11:00:00,143.0,14.59
2024-05-03 11:30:00,131.0,14.98
2024-05-03 12:00:00,115.0,15.9
2024-05-03 12:30:00,97.0,14.6
2024-05-03 13:00:00,120.0,14.65
2024-05-03 13:30:00,99.0,14.07
2024-05-03 14:00:00,85.0,11.8
2024-05-03 14:30:00,99.0,11.88
