Date,DNI,data_value
2024-10-01 00:00:00,0.0,10.99
2024-10-01 00:30:00,0.0,10.85
2024-10-01 01:00:00,0.0,3.17
2024-10-01 01:30:00,0.0,10.44
2024-10-01 02:00:00,0.0,10.15
2024-10-01 02:30:00,0.0,10.03
2024-10-01 03:00:00,0.0,9.91
2024-10-01 03:30:00,0.0,9.85
2024-10-01 04:00:00,0.0,9.78
2024-10-01 04:30:00,0.0,9.83
2024-10-01 05:00:00,0.0,9.89
2024-10-01 05:30:00,0.0,9.95
2024-10-01 06:30:00,10.0,10.03
2024-10-01 07:00:00,27.0,10.07
2024-10-01 07:30:00,19.0,10.12
2024-10-01 08:00:00,63.0,10.19
2024-10-01 08:30:00,48.0,10.54
2024-10-01 09:00:00,54.0,11.63
2024-10-01 09:30:00,142.0,14.07
2024-10-01 10:00:00,67.0,13.96
2024-10-01 10:30:00,56.0,14.15
2024-10-01 11:00:00,80.0,15.42
2024-10-01 11:30:00,86.0,15.04
2024-10-01 12:00:00,108.0,15.44
2024-10-01 12:30:00,115.0,14.41
2024-10-01 13:00:00,102.0,14.38
2024-10-01 13:30:00,115.0,13.82
2024-10-01 14:00:00,99.0,13.19
2024-10-01 14:30:00,75.0,12.99
2024-10-01 15:00:00,74.0,12.29
2024-10-01 15:30:00,53.0,12.02
2024-10-01 16:00:00,123.0,13.96
2024-10-01 16:30:00,52.0,12.97
2024-10-01 17:00:00,19.0,12.13
2024-10-01 17:30:00,0.0,12.05
2024-10-01 18:00:00,0.0,11.97
2024-10-01 18:30:00,0.0,11.84
2024-10-01 19:00:00,0.0,11.73
2024-10-01 19:30:00,0.0,11.86
2024-10-01 20:00:00,0.0,12.0
2024-10-01 20:30:00,0.0,11.93
2024-10-01 21:00:00,0.0,11.88
2024-10-01 21:30:00,0.0,11.72
2024-10-01 22:00:00,0.0,11.55
2024-10-01 22:30:00,0.0,11.57
2024-10-01 23:00:00,0.0,11.59
2024-10-01 23:30:00,0.0,11.59
2024-10-02 00:00:00,0.0,11.61
2024-10-02 00:30:00,0.0,11.67
2024-10-02 01:00:00,0.0,11.73
2024-10-02 01:30:00,0.0,11.71
