Date,DNI,data_value
2024-03-01 00:00:00,0.0,1.67
2024-03-01 00:30:00,0.0,1.93
2024-03-01 01:00:00,0.0,1.33
2024-03-01 01:30:00,0.0,1.87
2024-03-01 02:00:00,0.0,1.98
2024-03-01 02:30:00,0.0,1.3
2024-03-01 03:00:00,0.0,0.97
2024-03-01 03:30:00,0.0,0.38
2024-03-01 04:00:00,0.0,0.77
2024-03-01 04:30:00,0.0,1.36
2024-03-01 05:00:00,0.0,1.91
2024-03-01 05:30:00,0.0,2.44
2024-03-01 06:00:00,0.0,2.93
2024-03-01 06:30:00,0.0,2.63
2024-03-01 07:00:00,1.0,2.32
2024-03-01 07:30:00,12.0,2.15
2024-03-01 08:00:00,26.0,1.97
2024-03-01 08:30:00,43.0,2.75
2024-03-01 09:00:00,30.0,2.89
2024-03-01 09:30:00,79.0,5.49
2024-03-01 10:00:00,201.0,7.79
2024-03-01 10:30:00,189.0,8.2
2024-03-01 11:00:00,218.0,5.67
2024-03-01 11:30:00,302.0,9.32
2024-03-01 12:00:00,221.0,8.76
2024-03-01 12:30:00,52.0,7.69
2024-03-01 13:00:00,486.0,11.23
2024-03-01 13:30:00,330.0,6.3
2024-03-01 14:00:00,366.0,11.23
2024-03-01 14:30:00,170.0,10.15
2024-03-01 15:00:00,221.0,9.44
2024-03-01 15:30:00,244.0,8.71
2024-03-01 16:00:00,189.0,7.73
2024-03-01 16:30:00,110.0,6.83
2024-03-01 17:00:00,27.0,5.0200000000000005
2024-03-01 17:30:00,0.0,2.86
2024-03-01 18:00:00,0.0,0.21
2024-03-01 18:30:00,0.0,1.63
2024-03-01 19:00:00,0.0,0.8300000000000001
2024-03-01 19:30:00,0.0,1.66
2024-03-01 20:00:00,0.0,0.52
2024-03-01 20:30:00,0.0,1.53
2024-03-01 21:00:00,0.0,0.72
2024-03-01 21:30:00,0.0,-4.7
2024-03-01 22:00:00,0.0,-1.96
2024-03-01 22:30:00,0.0,-1.27
2024-03-01 23:00:00,0.0,0.62
2024-03-01 23:30:00,0.0,0.77
2024-03-02 00:00:00,0.0,1.86
2024-03-02 00:30:00,0.0,1.5
2024-03-02 01:00:00,0.0,1.15
2024-03-02 01:30:00,0.0,1.2
2024-03-02 02:00:00,0.0,1.1
2024-03-02 02:30:00,0.0,1.29
2024-03-02 03:00:00,0.0,1.34
2024-03-02 03:30:00,0.0,1.19
2024-03-02 04:00:00,0.0,0.99
2024-03-02 04:30:00,0.0,1.55
2024-03-02 05:00:00,0.0,2.07
2024-03-02 05:30:00,0.0,2.0
2024-03-02 06:00:00,0.0,1.92
2024-03-02 06:30:00,0.0,1.94
2024-03-02 07:00:00,2.0,1.96
2024-03-02 07:30:00,39.0,2.22
2024-03-02 08:00:00,80.0,3.64
2024-03-02 08:30:00,97.0,3.72
2024-03-02 09:00:00,91.0,4.68
2024-03-02 09:30:00,88.0,6.5200000000000005
2024-03-02 10:00:00,260.0,8.33
2024-03-02 10:30:00,302.0,11.41
2024-03-02 11:00:00,385.0,11.62
2024-03-02 11:30:00,316.0,11.73
2024-03-02 12:00:00,276.0,8.66
2024-03-02 12:30:00,177.0,8.03
2024-03-02 13:00:00,97.0,7.61
2024-03-02 13:30:00,244.0,8.63
2024-03-02 14:00:00,235.0,8.07
2024-03-02 14:30:00,269.0,7.94
2024-03-02 15:00:00,156.0,5.78
2024-03-02 15:30:00,58.0,5.2
2024-03-02 16:00:00,51.0,3.54
2024-03-02 16:30:00,11.0,4.07
2024-03-02 17:00:00,9.0,2.92
2024-03-02 17:30:00,0.0,2.79
2024-03-02 18:00:00,0.0,2.62
2024-03-02 18:30:00,0.0,2.54
2024-03-02 19:00:00,0.0,2.48
2024-03-02 19:30:00,0.0,2.43
2024-03-02 20:00:00,0.0,2.38
