Date,DNI,data_value
2024-06-01 00:00:00,0.0,7.33
2024-06-01 00:30:00,0.0,7.18
2024-06-01 01:00:00,0.0,4.8
2024-06-01 01:30:00,0.0,5.75
2024-06-01 02:00:00,0.0,5.04
2024-06-01 02:30:00,0.0,6.2700000000000005
2024-06-01 03:00:00,0.0,5.87
2024-06-01 03:30:00,0.0,5.72
2024-06-01 04:00:00,2.0,5.72
2024-06-01 04:30:00,58.0,6.82
2024-06-01 05:00:00,94.0,6.25
2024-06-01 05:30:00,76.0,10.62
2024-06-01 06:00:00,125.0,11.99
2024-06-01 06:30:00,151.0,12.84
2024-06-01 07:00:00,161.0,13.48
2024-06-01 07:30:00,190.0,14.31
2024-06-01 08:00:00,285.0,16.580000000000002
2024-06-01 08:30:00,322.0,17.400000000000002
2024-06-01 09:00:00,369.0,18.66
2024-06-01 09:30:00,366.0,19.99
2024-06-01 10:00:00,294.0,20.97
2024-06-01 10:30:00,298.0,19.51
2024-06-01 11:00:00,193.0,20.41
2024-06-01 11:30:00,424.0,23.05
2024-06-01 12:00:00,235.0,21.47
2024-06-01 12:30:00,223.0,20.18
2024-06-01 13:00:00,154.0,18.65
2024-06-01 13:30:00,151.0,19.19
2024-06-01 14:00:00,156.0,18.36
2024-06-01 14:30:00,207.0,18.66
2024-06-01 15:00:00,198.0,17.96
2024-06-01 15:30:00,225.0,19.39
2024-06-01 16:00:00,424.0,20.42
2024-06-01 16:30:00,308.0,19.94
2024-06-01 17:00:00,321.0,19.27
2024-06-01 17:30:00,283.0,19.52
2024-06-01 18:00:00,176.0,14.96
2024-06-01 18:30:00,163.0,13.73
2024-06-01 19:00:00,86.0,12.89
2024-06-01 19:30:00,30.0,11.66
2024-06-01 20:00:00,0.0,10.13
2024-06-01 20:30:00,0.0,10.4
2024-06-01 21:00:00,0.0,8.99
2024-06-01 21:30:00,0.0,8.69
2024-06-01 22:00:00,0.0,7.98
2024-06-01 22:30:00,0.0,7.83
2024-06-01 23:00:00,0.0,7.52
2024-06-01 23:30:00,0.0,6.78
2024-06-02 00:00:00,0.0,5.8
2024-06-02 00:30:00,0.0,4.98
2024-06-02 01:00:00,0.0,5.37
2024-06-02 01:30:00,0.0,4.71
2024-06-02 02:00:00,0.0,4.71
2024-06-02 02:30:00,0.0,4.43
2024-06-02 03:00:00,0.0,4.57
2024-06-02 03:30:00,0.0,4.57
2024-06-02 04:00:00,2.0,3.98
2024-06-02 04:30:00,55.0,5.89
2024-06-02 05:00:00,106.0,7.94
2024-06-02 05:30:00,191.0,8.5
2024-06-02 06:00:00,194.0,12.86
2024-06-02 06:30:00,189.0,13.47
2024-06-02 07:00:00,268.0,16.85
2024-06-02 07:30:00,456.0,15.07
2024-06-02 08:00:00,584.0,18.34
2024-06-02 08:30:00,654.0,20.3
2024-06-02 09:00:00,729.0,21.97
2024-06-02 09:30:00,798.0,22.21
2024-06-02 10:00:00,849.0,25.86
2024-06-02 10:30:00,884.0,26.22
2024-06-02 11:00:00,906.0,27.3
2024-06-02 11:30:00,902.0,31.07
2024-06-02 12:00:00,924.0,26.27
2024-06-02 12:30:00,915.0,28.36
2024-06-02 13:00:00,880.0,27.48
2024-06-02 13:30:00,844.0,24.82
2024-06-02 14:00:00,806.0,28.66
2024-06-02 14:30:00,773.0,27.08
2024-06-02 15:00:00,711.0,27.28
2024-06-02 15:30:00,616.0,25.59
2024-06-02 16:00:00,566.0,24.95
2024-06-02 16:30:00,480.0,21.41
2024-06-02 17:00:00,395.0,21.98
2024-06-02 17:30:00,313.0,20.37
2024-06-02 18:00:00,241.0,19.14
2024-06-02 18:30:00,165.0,17.59
2024-06-02 19:00:00,92.0,16.1
2024-06-02 19:30:00,36.0,14.59
2024-06-02 20:00:00,0.0,13.07
2024-06-02 20:30:00,0.0,12.81
2024-06-02 21:00:00,0.0,11.96
2024-06-02 21:30:00,0.0,11.66
2024-06-02 22:00:00,0.0,10.18
2024-06-02 22:30:00,0.0,10.77
2024-06-02 23:00:00,0.0,11.14
2024-06-02 23:30:00,0.0,11.11
2024-06-03 00:00:00,0.0,11.13
2024-06-03 00:30:00,0.0,11.15
2024-06-03 01:00:00,0.0,11.17
2024-06-03 01:30:00,0.0,10.91
2024-06-03 02:00:00,0.0,10.64
2024-06-03 02:30:00,0.0,10.08
2024-06-03 03:00:00,0.0,9.95
2024-06-03 03:30:00,0.0,10.0
2024-06-03 04:00:00,1.0,10.15
2024-06-03 04:30:00,16.0,10.98
2024-06-03 05:00:00,22.0,11.27
2024-06-03 05:30:00,63.0,12.85
2024-06-03 06:00:00,200.0,15.8
2024-06-03 06:30:00,313.0,16.69
2024-06-03 07:00:00,321.0,16.98
2024-06-03 07:30:00,328.0,16.67
2024-06-03 08:00:00,321.0,17.21
2024-06-03 08:30:00,287.0,17.7
2024-06-03 09:00:00,301.0,18.56
2024-06-03 09:30:00,332.0,20.05
2024-06-03 10:00:00,272.0,21.06
2024-06-03 10:30:00,212.0,20.41
2024-06-03 11:00:00,154.0,20.74
2024-06-03 11:30:00,184.0,21.81
2024-06-03 12:00:00,180.0,21.91
2024-06-03 12:30:00,244.0,23.06
2024-06-03 13:00:00,294.0,22.65
2024-06-03 13:30:00,216.0,22.7
2024-06-03 14:00:00,214.0,21.35
2024-06-03 14:30:00,192.0,21.89
2024-06-03 15:00:00,295.0,18.09
2024-06-03 15:30:00,228.0,18.68
2024-06-03 16:00:00,149.0,18.66
2024-06-03 16:30:00,360.0,21.34
2024-06-03 17:00:00,227.0,19.83
2024-06-03 17:30:00,140.0,17.580000000000002
2024-06-03 18:00:00,45.0,15.47
2024-06-03 18:30:00,33.0,15.59
2024-06-03 19:00:00,51.0,16.03
2024-06-03 19:30:00,16.0,11.71
2024-06-03 20:00:00,0.0,13.31
2024-06-03 20:30:00,0.0,10.98
