Date,DNI,data_value
2024-09-01 00:00:00,0.0,14.76
2024-09-01 00:30:00,0.0,14.46
2024-09-01 01:00:00,0.0,14.47
2024-09-01 01:30:00,0.0,14.75
2024-09-01 02:00:00,0.0,14.7
2024-09-01 02:30:00,0.0,14.29
2024-09-01 03:00:00,0.0,14.23
2024-09-01 03:30:00,0.0,14.0
2024-09-01 04:00:00,0.0,13.79
2024-09-01 04:30:00,0.0,13.66
2024-09-01 05:00:00,0.0,13.54
2024-09-01 05:30:00,46.0,12.37
2024-09-01 06:00:00,95.0,15.23
2024-09-01 06:30:00,160.0,16.21
2024-09-01 07:00:00,16.0,17.17
2024-09-01 07:30:00,76.0,19.79
2024-09-01 08:00:00,300.0,21.73
2024-09-01 08:30:00,0.0,20.65
2024-09-01 09:00:00,66.0,23.25
2024-09-01 09:30:00,37.0,25.85
2024-09-01 10:00:00,273.0,27.29
2024-09-01 10:30:00,422.0,30.05
2024-09-01 11:00:00,112.0,27.64
2024-09-01 11:30:00,195.0,29.88
2024-09-01 12:00:00,277.0,30.36
2024-09-01 12:30:00,283.0,32.32
2024-09-01 13:00:00,312.0,32.57
2024-09-01 13:30:00,234.0,29.54
2024-09-01 14:00:00,323.0,30.76
2024-09-01 14:30:00,407.0,29.28
2024-09-01 15:00:00,670.0,31.02
2024-09-01 15:30:00,576.0,24.86
2024-09-01 16:00:00,383.0,29.7
2024-09-01 16:30:00,245.0,26.76
2024-09-01 17:00:00,149.0,24.97
2024-09-01 17:30:00,226.0,23.25
2024-09-01 18:00:00,17.0,21.24
2024-09-01 18:30:00,0.0,20.52
2024-09-01 19:00:00,0.0,21.81
2024-09-01 19:30:00,0.0,19.19
2024-09-01 20:00:00,0.0,14.85
2024-09-01 20:30:00,0.0,18.0
2024-09-01 21:00:00,0.0,17.400000000000002
2024-09-01 21:30:00,0.0,17.37
2024-09-01 22:00:00,0.0,16.76
2024-09-01 22:30:00,0.0,16.52
2024-09-01 23:00:00,0.0,13.2
2024-09-01 23:30:00,0.0,16.16
2024-09-02 00:00:00,0.0,16.48
2024-09-02 00:30:00,0.0,16.53
2024-09-02 01:00:00,0.0,16.73
2024-09-02 01:30:00,0.0,16.16
2024-09-02 02:00:00,0.0,16.57
2024-09-02 02:30:00,0.0,16.57
2024-09-02 03:00:00,0.0,16.59
2024-09-02 03:30:00,0.0,16.53
2024-09-02 04:00:00,0.0,16.48
2024-09-02 04:30:00,0.0,16.46
2024-09-02 05:00:00,0.0,16.46
2024-09-02 05:30:00,0.0,16.64
2024-09-02 06:00:00,0.0,16.82
2024-09-02 06:30:00,3.0,17.29
2024-09-02 07:00:00,1.0,17.56
2024-09-02 07:30:00,0.0,18.29
2024-09-02 08:00:00,0.0,19.48
2024-09-02 08:30:00,0.0,19.14
2024-09-02 09:00:00,42.0,22.01
2024-09-02 09:30:00,0.0,22.44
2024-09-02 10:00:00,0.0,20.28
2024-09-02 10:30:00,0.0,22.53
2024-09-02 11:00:00,0.0,24.39
2024-09-02 11:30:00,0.0,25.23
2024-09-02 12:00:00,6.0,27.46
2024-09-02 12:30:00,177.0,28.7
2024-09-02 13:00:00,129.0,29.19
2024-09-02 13:30:00,162.0,28.08
2024-09-02 14:00:00,50.0,27.75
2024-09-02 14:30:00,153.0,25.97
2024-09-02 15:00:00,92.0,24.8
2024-09-02 15:30:00,126.0,25.64
2024-09-02 16:00:00,41.0,21.72
2024-09-02 16:30:00,0.0,20.66
2024-09-02 17:00:00,0.0,19.54
2024-09-02 17:30:00,0.0,19.28
2024-09-02 18:00:00,0.0,18.57
2024-09-02 18:30:00,0.0,18.07
2024-09-02 19:00:00,0.0,18.01
2024-09-02 19:30:00,0.0,17.86
2024-09-02 20:00:00,0.0,17.7
2024-09-02 20:30:00,0.0,17.5
2024-09-02 21:00:00,0.0,17.3
2024-09-02 21:30:00,0.0,17.02
2024-09-02 22:00:00,0.0,16.73
2024-09-02 22:30:00,0.0,16.55
2024-09-02 23:00:00,0.0,8.67
2024-09-02 23:30:00,0.0,16.22
2024-09-03 00:00:00,0.0,15.65
2024-09-03 00:30:00,0.0,15.48
2024-09-03 01:00:00,0.0,15.31
2024-09-03 01:30:00,0.0,14.47
2024-09-03 02:00:00,0.0,14.83
2024-09-03 02:30:00,0.0,14.76
2024-09-03 03:00:00,0.0,14.69
2024-09-03 03:30:00,0.0,9.67
2024-09-03 04:00:00,0.0,14.26
2024-09-03 04:30:00,0.0,13.61
2024-09-03 05:00:00,0.0,13.94
2024-09-03 05:30:00,7.0,13.28
