Date,DNI,data_value
2024-08-01 00:00:00,0.0,15.91
2024-08-01 00:30:00,0.0,15.62
2024-08-01 01:00:00,0.0,15.32
2024-08-01 01:30:00,0.0,15.6
2024-08-01 02:00:00,0.0,15.04
2024-08-01 02:30:00,0.0,15.28
2024-08-01 03:00:00,0.0,14.64
2024-08-01 03:30:00,0.0,14.47
2024-08-01 04:00:00,0.0,14.71
2024-08-01 04:30:00,0.0,14.9
2024-08-01 05:00:00,0.0,15.36
2024-08-01 05:30:00,234.0,15.93
2024-08-01 06:00:00,23.0,16.26
2024-08-01 06:30:00,93.0,19.13
2024-08-01 07:00:00,0.0,18.1
2024-08-01 07:30:00,31.0,21.6
2024-08-01 08:00:00,78.0,22.69
2024-08-01 08:30:00,108.0,25.94
2024-08-01 09:00:00,462.0,30.36
2024-08-01 09:30:00,361.0,31.0
2024-08-01 10:00:00,563.0,35.11
2024-08-01 10:30:00,776.0,31.78
2024-08-01 11:00:00,785.0,34.07
2024-08-01 11:30:00,761.0,34.22
2024-08-01 12:00:00,719.0,39.76
2024-08-01 12:30:00,321.0,37.54
2024-08-01 13:00:00,468.0,37.56
2024-08-01 13:30:00,38.0,34.44
2024-08-01 14:00:00,85.0,31.25
2024-08-01 14:30:00,2.0,28.82
2024-08-01 15:00:00,28.0,28.9
2024-08-01 15:30:00,65.0,26.75
2024-08-01 16:00:00,51.0,25.82
2024-08-01 16:30:00,0.0,23.75
2024-08-01 17:00:00,0.0,21.96
2024-08-01 17:30:00,0.0,21.68
2024-08-01 18:00:00,0.0,21.55
2024-08-01 18:30:00,0.0,20.92
2024-08-01 19:00:00,0.0,20.44
2024-08-01 19:30:00,0.0,19.67
2024-08-01 20:00:00,0.0,18.9
2024-08-01 20:30:00,0.0,18.36
2024-08-01 21:00:00,0.0,17.830000000000002
2024-08-01 21:30:00,0.0,17.38
2024-08-01 22:00:00,0.0,8.59
2024-08-01 22:30:00,0.0,15.77
2024-08-01 23:00:00,0.0,15.59
2024-08-01 23:30:00,0.0,15.06
2024-08-02 00:00:00,0.0,15.35
2024-08-02 00:30:00,0.0,16.490000000000002
2024-08-02 01:00:00,0.0,15.49
2024-08-02 01:30:00,0.0,14.39
2024-08-02 02:00:00,0.0,14.87
2024-08-02 02:30:00,0.0,15.24
2024-08-02 03:00:00,0.0,14.44
2024-08-02 03:30:00,0.0,14.01
2024-08-02 04:00:00,0.0,13.58
2024-08-02 04:30:00,0.0,13.62
2024-08-02 05:00:00,2.0,11.52
2024-08-02 05:30:00,130.0,15.98
2024-08-02 06:00:00,279.0,18.19
2024-08-02 06:30:00,387.0,18.33
2024-08-02 07:00:00,516.0,20.75
2024-08-02 07:30:00,538.0,22.22
2024-08-02 08:00:00,638.0,23.97
2024-08-02 08:30:00,500.0,30.45
2024-08-02 09:00:00,734.0,32.07
2024-08-02 09:30:00,201.0,32.03
2024-08-02 10:00:00,501.0,33.78
2024-08-02 10:30:00,663.0,34.5
2024-08-02 11:00:00,793.0,34.660000000000004
2024-08-02 11:30:00,768.0,34.54
2024-08-02 12:00:00,870.0,34.980000000000004
2024-08-02 12:30:00,834.0,34.54
2024-08-02 13:00:00,818.0,32.8
