Date,DNI,data_value
2024-07-01 00:00:00,0.0,8.96
2024-07-01 00:30:00,0.0,9.13
2024-07-01 01:00:00,0.0,8.77
2024-07-01 01:30:00,0.0,8.17
2024-07-01 02:00:00,0.0,8.18
2024-07-01 02:30:00,0.0,6.84
2024-07-01 03:00:00,0.0,7.0
2024-07-01 03:30:00,0.0,7.61
2024-07-01 04:00:00,92.0,5.46
2024-07-01 04:30:00,275.0,8.02
2024-07-01 05:00:00,370.0,12.31
2024-07-01 05:30:00,522.0,8.44
2024-07-01 06:00:00,79.0,13.76
2024-07-01 06:30:00,63.0,13.94
2024-07-01 07:00:00,160.0,18.21
2024-07-01 07:30:00,520.0,21.72
2024-07-01 08:00:00,190.0,19.76
2024-07-01 08:30:00,49.0,19.07
2024-07-01 09:00:00,1.0,18.1
2024-07-01 09:30:00,1.0,21.92
2024-07-01 10:00:00,0.0,21.2
2024-07-01 10:30:00,0.0,22.04
2024-07-01 11:00:00,3.0,21.55
2024-07-01 11:30:00,0.0,21.02
2024-07-01 12:00:00,0.0,20.58
2024-07-01 12:30:00,0.0,20.47
2024-07-01 13:00:00,0.0,19.88
2024-07-01 13:30:00,0.0,19.33
2024-07-01 14:00:00,0.0,20.15
2024-07-01 14:30:00,7.0,20.31
2024-07-01 15:00:00,47.0,20.1
2024-07-01 15:30:00,43.0,16.45
2024-07-01 16:00:00,0.0,16.89
2024-07-01 16:30:00,1.0,19.45
2024-07-01 17:00:00,1.0,17.42
2024-07-01 17:30:00,0.0,16.9
2024-07-01 18:00:00,0.0,16.11
2024-07-01 18:30:00,0.0,15.95
2024-07-01 19:00:00,1.0,15.32
2024-07-01 19:30:00,0.0,15.24
2024-07-01 20:00:00,0.0,14.88
2024-07-01 20:30:00,0.0,14.51
2024-07-01 21:00:00,0.0,14.12
2024-07-01 21:30:00,0.0,13.83
2024-07-01 22:00:00,0.0,8.07
2024-07-01 22:30:00,0.0,12.76
2024-07-01 23:00:00,0.0,12.72
2024-07-01 23:30:00,0.0,12.24
2024-07-02 00:00:00,0.0,11.7
2024-07-02 00:30:00,0.0,11.36
2024-07-02 01:00:00,0.0,11.02
2024-07-02 01:30:00,0.0,10.84
2024-07-02 02:00:00,0.0,10.68
2024-07-02 02:30:00,0.0,10.66
2024-07-02 03:00:00,0.0,10.64
2024-07-02 03:30:00,0.0,10.83
2024-07-02 04:00:00,23.0,11.23
2024-07-02 04:30:00,89.0,12.3
2024-07-02 05:00:00,0.0,11.49
2024-07-02 05:30:00,19.0,11.44
2024-07-02 06:00:00,0.0,12.42
2024-07-02 06:30:00,0.0,12.9
2024-07-02 07:00:00,1.0,14.58
2024-07-02 07:30:00,21.0,16.3
2024-07-02 08:00:00,36.0,17.51
2024-07-02 08:30:00,31.0,16.32
2024-07-02 09:00:00,22.0,16.990000000000002
2024-07-02 09:30:00,49.0,20.98
2024-07-02 10:00:00,53.0,20.73
2024-07-02 10:30:00,0.0,20.39
2024-07-02 11:00:00,4.0,24.33
2024-07-02 11:30:00,80.0,23.12
2024-07-02 12:00:00,46.0,24.38
2024-07-02 12:30:00,0.0,20.79
2024-07-02 13:00:00,136.0,27.21
2024-07-02 13:30:00,250.0,25.52
2024-07-02 14:00:00,182.0,25.13
2024-07-02 14:30:00,370.0,24.96
2024-07-02 15:00:00,174.0,24.37
2024-07-02 15:30:00,210.0,22.35
2024-07-02 16:00:00,215.0,18.96
2024-07-02 16:30:00,223.0,21.34
2024-07-02 17:00:00,295.0,19.1
2024-07-02 17:30:00,675.0,19.86
2024-07-02 18:00:00,45.0,16.71
2024-07-02 18:30:00,242.0,17.6
2024-07-02 19:00:00,288.0,15.86
2024-07-02 19:30:00,93.0,13.92
2024-07-02 20:00:00,0.0,13.0
2024-07-02 20:30:00,0.0,12.28
2024-07-02 21:00:00,0.0,11.55
2024-07-02 21:30:00,0.0,11.29
2024-07-02 22:00:00,0.0,11.02
2024-07-02 22:30:00,0.0,11.19
2024-07-02 23:00:00,0.0,11.37
2024-07-02 23:30:00,0.0,11.32
2024-07-03 00:00:00,0.0,10.69
2024-07-03 00:30:00,0.0,10.77
2024-07-03 01:00:00,0.0,10.86
2024-07-03 01:30:00,0.0,10.79
2024-07-03 02:00:00,0.0,10.72
2024-07-03 02:30:00,0.0,10.67
2024-07-03 03:00:00,0.0,10.62
2024-07-03 03:30:00,0.0,10.45
2024-07-03 04:00:00,0.0,10.36
2024-07-03 04:30:00,142.0,11.72
2024-07-03 05:00:00,0.0,10.42
2024-07-03 05:30:00,0.0,11.81
2024-07-03 06:00:00,0.0,11.93
2024-07-03 06:30:00,7.0,12.98
2024-07-03 07:00:00,44.0,13.56
2024-07-03 07:30:00,30.0,14.11
2024-07-03 08:00:00,21.0,14.97
2024-07-03 08:30:00,9.0,15.63
2024-07-03 09:00:00,26.0,16.98
2024-07-03 09:30:00,3.0,17.16
2024-07-03 10:00:00,0.0,16.44
2024-07-03 10:30:00,38.0,23.74
2024-07-03 11:00:00,5.0,20.03
2024-07-03 11:30:00,60.0,22.58
2024-07-03 12:00:00,19.0,24.27
2024-07-03 12:30:00,80.0,23.77
2024-07-03 13:00:00,7.0,22.81
2024-07-03 13:30:00,40.0,23.62
2024-07-03 14:00:00,67.0,21.81
2024-07-03 14:30:00,0.0,20.13
